dM,dP,dS,dO,target
0,149.75,-65.25,0,0.3333333333333333
0,-41.25,31.75,0,1
0,-57.75,-5.5,0,0
0,-39.75,91.5,0,0.6666666666666666
0,142.25,-148.5,0,0.3333333333333333
0,-44.75,62.5,0,1
0,-52.75,-62.5,0,0
0,-44.75,58.5,0,0.6666666666666666
0,145.25,-89.5,0,0.3333333333333333
0,-47.75,93.5,0,1
0,-137.5,-62.5,0,0
0,-80.5,58.5,0,0.6666666666666666
0,301.5,-89.5,0,0.3333333333333333
0,-83.5,93.5,0,1
0,-228,-106.75,312.5,0
0,-53,91.25,-137.5,0.6666666666666666
0,450,-102.75,-37.5,0.3333333333333333
0,-169,118.25,-137.5,1
0,-203.5,-58.25,312.5,0
0,-32.5,104.75,-137.5,0.6666666666666666
0,245.5,-12.25,-37.5,0.3333333333333333
0,-9.5,-34.25,-137.5,1
75,-161.25,-8.75,200,0
-225,-0.25,62.25,-250,0.6666666666666666
75,172.75,37.25,150,0.3333333333333333
75,-11.25,-90.75,-100,1
-75,-155.75,43.5,0,0
75,27.25,111.5,0,0.6666666666666666
75,195.25,65.5,0,0.3333333333333333
-75,-66.75,-220.5,0,1
-75,-96.25,140.75,-25,0
75,190.75,-35.25,75,0.6666666666666666
75,36.75,42.75,-25,0.3333333333333333
-75,-131.25,-148.25,-25,1
-50,-165.75,0.75,-450,0
0,207.25,24.75,50,0.6666666666666666
100,-165.75,0.75,-50,0.3333333333333333
-50,124.25,-26.25,450,1
-50,-122.5,19.5,-225,0
0,238.5,-6.5,75,0.6666666666666666
100,-120.5,41.5,-425,0.3333333333333333
-50,4.5,-54.5,575,1
-250,-230.5,-59.25,-50,0
0,423.5,-23.25,-500,0.6666666666666666
200,-114.5,119.75,-50,0.3333333333333333
50,-78.5,-37.25,600,1
-137.5,-169.75,89,87.5,0
112.5,147.25,22,637.5,0.6666666666666666
-137.5,271.25,69,-462.5,0.3333333333333333
162.5,-248.75,-180,-262.5,1
-137.5,-46.5,50.75,525,0
112.5,372.5,-17.25,25,0.6666666666666666
-137.5,-234.5,-20.25,-325,0.3333333333333333
162.5,-91.5,-13.25,-225,1
-212.5,101.25,-110.25,500,0
137.5,106.25,117.75,100,0.6666666666666666
-112.5,-39.75,73.75,-350,0.3333333333333333
187.5,-167.75,-81.25,-250,1
-437.5,-53,-136.5,362.5,0
212.5,62,144.5,-87.5,0.6666666666666666
-37.5,-2,73.5,-187.5,0.3333333333333333
262.5,-7,-81.5,-87.5,1
-775,-114.25,-96.5,-100,0
325,14.75,324.5,-100,0.6666666666666666
75,48.75,-40.5,-200,0.3333333333333333
375,50.75,-187.5,400,1
-1412.5,-80.25,-161,200,0
237.5,-147.25,311,-500,0.6666666666666666
437.5,110.75,11,-600,0.3333333333333333
737.5,116.75,-161,900,1
-1362.5,-118.75,109.75,37.5,0
387.5,26.25,225.75,-12.5,0.6666666666666666
587.5,21.25,-212.25,-12.5,0.3333333333333333
387.5,71.25,-123.25,-12.5,1
-1362.5,-175.5,75.5,425,0
387.5,-27.5,256.5,-175,0.6666666666666666
587.5,194.5,-189.5,-175,0.3333333333333333
387.5,8.5,-142.5,-75,1
-1362.5,-6.25,47.75,350,0
387.5,-93.25,185.75,-250,0.6666666666666666
587.5,144.75,-140.25,-250,0.3333333333333333
387.5,-45.25,-93.25,150,1
0,0,0,0,0
0,0,0,0,0.3333333333333333
0,0,0,0,1
0,0,0,0,0.6666666666666666
0,-63.25,-5.5,0,0
0,-32.25,16.5,0,0.3333333333333333
0,48.75,16.5,0,1
0,46.75,-27.5,0,0.6666666666666666
0,53.5,-64,0,0
0,-26.5,57,0,0.3333333333333333
0,-69.5,49,0,1
0,42.5,-42,0,0.6666666666666666
0,-12.5,-92.25,0,0
0,10.5,28.75,0,0.3333333333333333
0,-15.5,64.75,0,1
0,17.5,-1.25,0,0.6666666666666666
0,-30.5,-123.25,0,0
0,34.5,99.75,0,0.3333333333333333
0,-39.5,11.75,0,1
0,35.5,11.75,0,0.6666666666666666
0,-27.5,-128.75,0,0
0,29.5,94.25,0,0.3333333333333333
0,-32.5,50.25,0,1
0,30.5,-15.75,0,0.6666666666666666
0,-22,-92.25,-25,0
0,16,79.75,75,0.3333333333333333
0,-32,3.75,-25,1
0,38,8.75,-25,0.6666666666666666
150,6.5,-5.75,-162.5,0
250,-49.5,96.25,487.5,0.3333333333333333
250,-108.5,77.25,-162.5,1
-650,151.5,-167.75,-162.5,0.6666666666666666
262.5,252.5,-42.75,-250,0
-87.5,4.5,135.25,-150,0.3333333333333333
362.5,-210.5,36.25,650,1
-537.5,-46.5,-128.75,-250,0.6666666666666666
262.5,192.25,-128.25,-250,0
-87.5,62.25,137.75,-150,0.3333333333333333
362.5,-153.75,55.75,650,1
-537.5,-100.75,-65.25,-250,0.6666666666666666
262.5,-41,-128,50,0
-87.5,288,100,50,0.3333333333333333
362.5,-142,58,-50,1
-537.5,-105,-30,-50,0.6666666666666666
262.5,-42,-99.5,75,0
-87.5,288,132.5,-25,0.3333333333333333
362.5,-140,48.5,-25,1
-537.5,-106,-81.5,-25,0.6666666666666666
262.5,-30.25,-121.25,75,0
-87.5,296.75,92.75,-25,0.3333333333333333
362.5,-144.25,66.75,-25,1
-537.5,-122.25,-38.25,-25,0.6666666666666666
487.5,-82.75,-49.75,75,0
-312.5,126.25,59.25,-25,0.3333333333333333
137.5,-93.75,19.25,-25,1
-312.5,50.25,-28.75,-25,0.6666666666666666
487.5,-40.5,-69.75,75,0
-312.5,168.5,39.25,-25,0.3333333333333333
137.5,-136.5,-23.75,-25,1
-312.5,8.5,54.25,-25,0.6666666666666666
487.5,26.5,2.5,0,0
-312.5,-6.5,111.5,0,0.3333333333333333
137.5,-86.5,6.5,0,1
-312.5,66.5,-120.5,0,0.6666666666666666
287.5,-45.25,-54,75,0
287.5,184.75,178,-25,0.3333333333333333
-62.5,-145.25,-17,-25,1
-512.5,5.75,-107,-25,0.6666666666666666
287.5,114,-29,-275,0
287.5,102,164,425,0.3333333333333333
-62.5,-183,17,225,1
-512.5,-33,-152,-375,0.6666666666666666
312.5,-52,52,-125,0
312.5,142,161,-225,0.3333333333333333
-137.5,-120,-142,575,1
-487.5,30,-71,-225,0.6666666666666666
387.5,-162.75,50.25,-225,0
387.5,36.25,201.25,-325,0.3333333333333333
-362.5,-9.75,-226.75,375,1
-412.5,136.25,-24.75,175,0.6666666666666666
312.5,-146.75,57.25,0,0
412.5,-113.75,103.25,0,0.3333333333333333
-337.5,40.25,-79.75,0,1
-387.5,220.25,-80.75,0,0.6666666666666666
312.5,-89.5,39.5,0,0
412.5,-54.5,85.5,0,0.3333333333333333
-337.5,82.5,-73.5,0,1
-387.5,61.5,-51.5,0,0.6666666666666666
312.5,-199,-5,0,0
412.5,53,125,0,0.3333333333333333
-337.5,197,-24,0,1
-387.5,-51,-96,0,0.6666666666666666
312.5,-103,19.75,-50,0
412.5,29,65.75,150,0.3333333333333333
-337.5,29,-14.25,-50,1
-387.5,45,-71.25,-50,0.6666666666666666
412.5,-24.75,39.5,0,0
212.5,-9.75,85.5,0,0.3333333333333333
-337.5,-84.75,-73.5,0,1
-287.5,119.25,-51.5,0,0.6666666666666666
412.5,32.25,21.75,0,0
212.5,-64.75,109.75,0,0.3333333333333333
-337.5,-140.75,-100.25,0,1
-287.5,173.25,-31.25,0,0.6666666666666666
212.5,-36.5,-156.5,0,0
12.5,99.5,199.5,0,0.3333333333333333
-537.5,-417.5,-99.5,0,1
312.5,354.5,56.5,0,0.6666666666666666
437.5,-0.25,-59.25,-387.5,0
237.5,-82.25,77.75,512.5,0.3333333333333333
-312.5,-273.25,48.75,-237.5,1
-362.5,355.75,-67.25,112.5,0.6666666666666666
662.5,-96.5,29,0,0
-437.5,-50.5,69,0,0.3333333333333333
-87.5,-256.5,-28,0,1
-137.5,403.5,-70,0,0.6666666666666666
662.5,-108.5,12.25,0,0
-437.5,-25.5,52.25,0,0.3333333333333333
-87.5,-253.5,-22.75,0,1
-137.5,387.5,-41.75,0,0.6666666666666666
662.5,-34,-7.25,0,0
-437.5,33,33.75,0,0.3333333333333333
-87.5,-201,33.75,0,1
-137.5,202,-60.25,0,0.6666666666666666
662.5,-59,-98,-50,0
-437.5,83,-101,-50,0.3333333333333333
-87.5,-240,350,150,1
-137.5,216,-151,-50,0.6666666666666666
662.5,-98.75,-110.5,0,0
-437.5,89.25,-113.5,0,0.3333333333333333
-87.5,-167.75,387.5,0,1
-137.5,177.25,-163.5,0,0.6666666666666666
462.5,-269.5,-55.25,-225,0
162.5,153.5,-58.25,675,0.3333333333333333
-287.5,-114.5,316.75,-225,1
-337.5,230.5,-203.25,-225,0.6666666666666666
687.5,-91.25,-58.5,-75,0
-512.5,58.75,-99.5,-75,0.3333333333333333
-62.5,-159.25,351.5,-75,1
-112.5,191.75,-193.5,225,0.6666666666666666
687.5,-100.75,-107.25,-25,0
-512.5,56.25,-44.25,75,0.3333333333333333
-62.5,-132.75,362.75,-25,1
-112.5,177.25,-211.25,-25,0.6666666666666666
687.5,-54.75,-12.5,150,0
-512.5,52.25,50.5,-50,0.3333333333333333
-62.5,-207.75,78.5,-50,1
-112.5,210.25,-116.5,-50,0.6666666666666666
687.5,-38,89.25,0,0
-512.5,-8,113.25,0,0.3333333333333333
-62.5,-189,-148.75,0,1
-112.5,235,-53.75,0,0.6666666666666666
687.5,-67.25,111.25,-25,0
-512.5,-31.25,47.25,-25,0.3333333333333333
-62.5,-105.25,-126.75,-25,1
-112.5,203.75,-31.75,75,0.6666666666666666
687.5,-179.5,84.5,-25,0
-512.5,-34.5,40.5,-25,0.3333333333333333
-62.5,-104.5,-133.5,-25,1
-112.5,318.5,8.5,75,0.6666666666666666
612.5,126,78,175,0
-487.5,-186,34,-175,0.3333333333333333
-37.5,-232,-140,-275,1
-87.5,292,28,275,0.6666666666666666
612.5,100.75,28.5,200,0
-487.5,-99.25,72.5,-150,0.3333333333333333
-37.5,-268.25,-145.5,-250,1
-87.5,266.75,44.5,200,0.6666666666666666
612.5,101.75,-37.75,225,0
-487.5,-94.25,-37.75,-225,0.3333333333333333
-37.5,-275.25,-211.75,-225,1
-87.5,267.75,287.25,225,0.6666666666666666
612.5,94.25,38.75,225,0
-487.5,-63.75,-63.25,-225,0.3333333333333333
-37.5,-280.75,-237.25,-225,1
-87.5,250.25,261.75,225,0.6666666666666666
612.5,94.75,-37.75,225,0
-487.5,-70.25,-37.75,-225,0.3333333333333333
-37.5,-279.25,-211.75,-225,1
-87.5,254.75,287.25,225,0.6666666666666666
637.5,80.5,-21.25,200,0
-462.5,-53.5,-43.25,-150,0.3333333333333333
-12.5,-269.5,-217.25,-250,1
-162.5,242.5,281.75,200,0.6666666666666666
462.5,-43.75,25.25,87.5,0
-737.5,-232.75,-175.75,-262.5,0.3333333333333333
-187.5,-65.75,-195.75,-362.5,1
462.5,342.25,346.25,537.5,0.6666666666666666
375,-5,-29.25,-350,0
-25,-203,-107.25,100,0.3333333333333333
-275,-368,-127.25,-800,1
-75,576,263.75,1050,0.6666666666666666
725,157,17.75,75,0
-575,-319,-77.25,125,0.3333333333333333
75,-95,-97.25,-275,1
-225,257,156.75,75,0.6666666666666666
725,66.5,-11.5,100,0
-575,-182.5,-67.5,150,0.3333333333333333
75,53.5,-87.5,-350,1
-225,62.5,166.5,100,0.6666666666666666
725,12.75,-23,0,0
-575,-249.25,-79,50,0.3333333333333333
75,1.75,-99,-50,1
-225,234.75,201,0,0.6666666666666666
600,68.5,-65.75,25,0
-700,34.5,-19.75,-225,0.3333333333333333
450,-152.5,-141.75,175,1
-350,49.5,227.25,25,0.6666666666666666
600,92.25,19,0,0
-700,-60.75,-67,0,0.3333333333333333
450,-5.75,-117,0,1
-350,-25.75,165,0,0.6666666666666666
400,60.75,-12,0,0
-900,-427.25,-255,0,0.3333333333333333
1050,318.75,-71,0,1
-550,47.75,338,0,0.6666666666666666
400,77.75,-120.75,0,0
-900,-424.25,26.25,0,0.3333333333333333
1050,295.75,-179.75,0,1
-550,50.75,274.25,0,0.6666666666666666
425,63.5,-39.25,-75,0
-875,-435.5,-143.25,-75,0.3333333333333333
975,337.5,-128.25,-75,1
-525,34.5,310.75,225,0.6666666666666666
425,252.5,-176,0,0
-875,-476.5,-130,0,0.3333333333333333
975,232.5,87,0,1
-525,-8.5,219,0,0.6666666666666666
425,236,-188.75,-75,0
-875,-495,-125.75,-75,0.3333333333333333
975,289,63.25,-75,1
-525,-30,251.25,225,0.6666666666666666
425,346.5,-128,-150,0
-875,-380.5,-248,150,0.3333333333333333
975,182.5,36,-150,1
-525,-148.5,340,150,0.6666666666666666
500,347.75,-155.5,-100,0
-1100,-385.25,-241.5,-100,0.3333333333333333
1050,182.75,52.5,-100,1
-450,-145.25,344.5,300,0.6666666666666666
500,176.75,-136.5,-75,0
-1100,-330.25,-298.5,-75,0.3333333333333333
1050,243.75,71.5,-75,1
-450,-90.25,363.5,225,0.6666666666666666
500,161.25,-63,-187.5,0
-1100,-327.75,-253,-187.5,0.3333333333333333
1050,246.25,25,262.5,1
-450,-79.75,291,112.5,0.6666666666666666
950,178,-20.25,-262.5,0
-650,-89,-130.25,-262.5,0.3333333333333333
600,-2,67.75,187.5,1
-900,-87,82.75,337.5,0.6666666666666666
0,0,0,0,0.3333333333333333
0,0,0,0,0.6666666666666666
0,0,0,0,0
0,0,0,0,1
0,0.5,33,0,0.3333333333333333
0,112.5,-33,0,0.6666666666666666
0,0.5,11,0,0
0,-113.5,-11,0,1
0,100,22,0,0.3333333333333333
0,-6,-44,0,0.6666666666666666
0,-122,22,0,0
0,28,0,0,1
0,110,-45.5,0,0.3333333333333333
0,-15,-67.5,0,0.6666666666666666
0,-123,89.5,0,0
0,28,23.5,0,1
0,101.5,-51,0,0.3333333333333333
0,-25.5,-73,0,0.6666666666666666
0,-126.5,84,0,0
0,50.5,40,0,1
0,165.25,-69,0,0.3333333333333333
0,-81.75,50,0,0.6666666666666666
0,-182.75,66,0,0
0,99.25,-47,0,1
0,209,0,0,0.3333333333333333
0,5,61,0,0.6666666666666666
0,-255,39,0,0
0,41,-100,0,1
0,154.25,-21,0,0.3333333333333333
0,-53.75,64,0,0.6666666666666666
0,-200.75,-2,0,0
0,100.25,-41,0,1
0,150.75,-53.25,0,0.3333333333333333
0,-52.25,75.75,0,0.6666666666666666
0,-199.25,50.75,0,0
0,100.75,-73.25,0,1
0,100.25,-100.25,0,0.3333333333333333
0,-11.75,78.75,0,0.6666666666666666
0,-127.75,72.75,0,0
0,39.25,-51.25,0,1
0,-69.25,-101.5,0,0.3333333333333333
0,-196.25,18.5,0,0.6666666666666666
0,29.75,84.5,0,0
0,235.75,-1.5,0,1
0,-73,-117.25,0,0.3333333333333333
0,-210,-41.25,0,0.6666666666666666
0,17,133.75,0,0
0,266,24.75,0,1
0,-73,-85.75,0,0.3333333333333333
0,-212,-14.75,0,0.6666666666666666
0,17,140.25,0,0
0,268,-39.75,0,1
0,-71.75,5.75,0,0.3333333333333333
0,-212.75,27.75,0,0.6666666666666666
0,19.25,-36.25,0,0
0,265.25,2.75,0,1
0,-127.75,73.75,75,0.3333333333333333
0,-209.75,-21.25,-25,0.6666666666666666
0,107.25,-30.25,-25,0
0,230.25,-22.25,-25,1
0,-127.75,110,0,0.3333333333333333
0,11.25,-43,0,0.6666666666666666
0,139.25,-92,0,0
0,-22.75,25,0,1
0,-101.5,113.5,0,0.3333333333333333
0,55.5,-136.5,0,0.6666666666666666
0,46.5,-48.5,0,0
0,-0.5,71.5,0,1
0,-187.75,112.25,0,0.3333333333333333
0,84.25,-43.75,0,0.6666666666666666
0,-33.75,-92.75,0,0
0,137.25,24.25,0,1
0,-54.75,104.5,0,0.3333333333333333
0,-31.75,-51.5,0,0.6666666666666666
0,73.25,-196.5,0,0
0,13.25,143.5,0,1
0,-49.5,313,0,0.3333333333333333
0,-27.5,-156,0,0.6666666666666666
0,65.5,-196,0,0
0,11.5,39,0,1
0,-55.75,304.5,0,0.3333333333333333
0,-44.75,-161.5,0,0.6666666666666666
0,45.25,-176.5,0,0
0,55.25,33.5,0,1
0,-47,330.5,0,0.3333333333333333
0,-49,-152.5,0,0.6666666666666666
0,47,-220.5,0,0
0,49,42.5,0,1
-250,-219.25,296.25,-150,0.3333333333333333
650,49.75,-120.75,450,0.6666666666666666
-150,331.75,-188.75,-150,0
-250,-162.25,13.25,-150,1
-25,121.25,258.5,-75,0.3333333333333333
-25,-113.75,-128.5,-75,0.6666666666666666
75,29.25,-196.5,225,0
-25,-36.75,66.5,-75,1
50,-53.5,253.5,-225,0.3333333333333333
50,-26.5,-106.5,675,0.6666666666666666
-150,71.5,-174.5,-225,0
50,8.5,27.5,-225,1
50,122,214.5,0,0.3333333333333333
50,-107,-108.5,0,0.6666666666666666
-150,21,-131.5,0,0
50,-36,25.5,0,1
50,317.25,265.75,0,0.3333333333333333
50,-103.75,-135.25,0,0.6666666666666666
-150,-138.75,-129.25,0,0
50,-74.75,-1.25,0,1
50,308,298,0,0.3333333333333333
50,-100,-146,0,0.6666666666666666
-150,-138,-140,0,0
50,-70,-12,0,1
-150,394.5,281.5,0,0.3333333333333333
-150,-137.5,-116.5,0,0.6666666666666666
-350,-164.5,-181.5,0,0
650,-92.5,16.5,0,1
-150,221.5,251.75,0,0.3333333333333333
-150,-76.5,-165.25,0,0.6666666666666666
-350,-107.5,-100.25,0,0
650,-37.5,13.75,0,1
-150,70.5,269.25,-137.5,0.3333333333333333
-150,-96.5,-147.75,-37.5,0.6666666666666666
-350,96.5,-195.75,-137.5,0
650,-70.5,74.25,312.5,1
-150,-184.25,205.5,-25,0.3333333333333333
-150,-131.25,-186.5,75,0.6666666666666666
-350,297.75,-165.5,-25,0
650,17.75,146.5,-25,1
-150,-186.25,236.75,0,0.3333333333333333
-150,-121.25,-168.25,0,0.6666666666666666
-350,305.75,-147.25,0,0
650,1.75,78.75,0,1
-150,-26,270,-112.5,0.3333333333333333
-150,-98,-174,-112.5,0.6666666666666666
-350,104,-153,-112.5,0
650,20,57,337.5,1
-150,25,259,-25,0.3333333333333333
-150,-32,-185,75,0.6666666666666666
-350,-60,-120,-25,0
650,67,46,-25,1
-150,-38.75,285.5,-25,0.3333333333333333
-150,-87.75,-133.5,75,0.6666666666666666
-350,119.25,-112.5,-25,0
650,7.25,-39.5,-25,1
-150,15.25,259.5,-25,0.3333333333333333
-150,-41.75,-107.5,-25,0.6666666666666666
-350,64.25,-86.5,75,0
650,-37.75,-65.5,-25,1
-150,1.75,336.75,-162.5,0.3333333333333333
-150,-179.25,-111.25,-162.5,0.6666666666666666
-350,119.75,-159.25,-162.5,0
650,57.75,-66.25,487.5,1
-37.5,-121,362.25,-375,0.3333333333333333
-37.5,-86,-2.75,-75,0.6666666666666666
-687.5,276,-355.75,-375,0
762.5,-69,-3.75,825,1
-37.5,5.25,411.25,-50,0.3333333333333333
-37.5,-170.75,-119.75,-50,0.6666666666666666
-687.5,-116.75,-216.75,-50,0
762.5,282.25,-74.75,150,1
-462.5,-328.25,360.5,-275,0.3333333333333333
787.5,67.75,-64.5,625,0.6666666666666666
-662.5,322.75,-160.5,-275,0
337.5,-62.25,-135.5,-75,1
-437.5,-326,348.75,-400,0.3333333333333333
812.5,288,-76.25,600,0.6666666666666666
-737.5,70,-172.25,-400,0
362.5,-32,-100.25,200,1
-437.5,-278.25,341.75,-275,0.3333333333333333
812.5,150.75,-58.25,725,0.6666666666666666
-737.5,118.75,-154.25,-275,0
362.5,8.75,-129.25,-175,1
-437.5,-116,323,-75,0.3333333333333333
812.5,96,-52,125,0.6666666666666666
-737.5,-150,-148,-75,0
362.5,170,-123,25,1
-437.5,-112.75,275.25,-75,0.3333333333333333
812.5,90.25,-27.75,125,0.6666666666666666
-737.5,-150.75,-123.75,-75,0
362.5,173.25,-123.75,25,1
-437.5,-233.25,268,-75,0.3333333333333333
812.5,190.75,19,125,0.6666666666666666
-737.5,-49.25,-119,-75,0
362.5,91.75,-168,25,1
-737.5,-279.75,186.5,-162.5,0.3333333333333333
1062.5,400.25,26.5,387.5,0.6666666666666666
-487.5,-72.75,-69.5,-162.5,0
162.5,-47.75,-143.5,-62.5,1
-700,-343.75,228.75,-100,0.3333333333333333
750,229.25,-101.25,0,0.6666666666666666
-350,109.25,-52.25,-200,0
300,5.25,-75.25,300,1
-1250,-325,-28.25,625,0.3333333333333333
600,238,-47.25,-175,0.6666666666666666
0,262,1.75,-475,0
650,-175,73.75,25,1
-1025,-222.5,-43.75,-50,0.3333333333333333
825,176.5,68.25,550,0.6666666666666666
225,211.5,33.25,-350,0
-25,-165.5,-57.75,-150,1
-950,-94,-58.25,-125,0.3333333333333333
600,145,45.75,375,0.6666666666666666
300,197,51.75,-425,0
50,-248,-39.25,175,1
-925,-179.75,44.75,-775,0.3333333333333333
625,-85.75,-14.25,1625,0.6666666666666666
225,91.25,75.75,-575,0
75,174.25,-106.25,-275,1
-800,58,86.25,-425,0.3333333333333333
250,-226,-29.75,575,0.6666666666666666
350,103,70.25,-225,0
200,65,-126.75,75,1
-575,-76.5,196.5,-275,0.3333333333333333
-425,-113.5,-96.5,-275,0.6666666666666666
575,219.5,48.5,25,0
425,-29.5,-148.5,525,1
-750,-14,96.25,-600,0.3333333333333333
-600,-23,-64.75,500,0.6666666666666666
300,185,126.25,-400,0
1050,-148,-157.75,500,1
-725,147.75,195.5,-225,0.3333333333333333
-575,-68.25,-369.5,75,0.6666666666666666
425,-77.25,154.5,-25,0
875,-2.25,19.5,175,1
-725,30.5,191.5,-462.5,0.3333333333333333
-575,-203.5,-233.5,537.5,0.6666666666666666
425,299.5,150.5,-162.5,0
875,-126.5,-108.5,87.5,1
0,0,0,0,0.3333333333333333
0,0,0,0,0
0,0,0,0,0.6666666666666666
0,0,0,0,1
0,1,11,0,0.3333333333333333
0,1,-33,0,0
0,0,11,0,0.6666666666666666
0,-2,11,0,1
0,-59,87,0,0.3333333333333333
0,50,-29,0,0
0,38,-29,0,0.6666666666666666
0,-29,-29,0,1
0,-114,122.5,0,0.3333333333333333
0,105,-78.5,0,0
0,95,-56.5,0,0.6666666666666666
0,-86,12.5,0,1
0,-112.25,38.5,0,0.3333333333333333
0,92.75,44.5,0,0
0,101.75,-74.5,0,0.6666666666666666
0,-82.25,-8.5,0,1
0,-45.75,41.5,0,0.3333333333333333
0,35.25,66.5,0,0
0,42.25,-52.5,0,0.6666666666666666
0,-31.75,-55.5,0,1
0,216.25,-29.25,0,0.3333333333333333
0,1.25,91.75,0,0
0,-16.75,-53.25,0,0.6666666666666666
0,-200.75,-9.25,0,1
0,201.25,-39.5,0,0.3333333333333333
0,-5.75,81.5,0,0
0,-24.75,-63.5,0,0.6666666666666666
0,-170.75,21.5,0,1
0,24,25,0,0.3333333333333333
0,67,-78,0,0
0,26,-37,0,0.6666666666666666
0,-117,90,0,1
0,73.75,-94,0,0.3333333333333333
0,15.75,30,0,0
0,-28.25,-19,0,0.6666666666666666
0,-61.25,83,0,1
0,34.25,-62,75,0.3333333333333333
0,40.25,-73,-25,0
0,-3.75,20,-25,0.6666666666666666
0,-70.75,115,-25,1
0,231.75,-106,-225,0.3333333333333333
0,-19.25,-73,675,0
0,-74.25,104,-225,0.6666666666666666
0,-138.25,75,-225,1
75,12,-121.25,50,0.3333333333333333
-225,-39,-38.25,-150,0
75,65,99.75,150,0.6666666666666666
75,-38,59.75,-50,1
175,117,-168.25,0,0.3333333333333333
-125,-219,-58.25,0,0
-125,239,116.75,0,0.6666666666666666
75,-137,109.75,0,1
175,118.5,-11.5,-112.5,0.3333333333333333
-125,-337.5,-0.5,-112.5,0
-125,118.5,47.5,337.5,0.6666666666666666
75,100.5,-35.5,-112.5,1
175,80,-11.5,-162.5,0.3333333333333333
-125,-391,-0.5,37.5,0
-125,140,47.5,287.5,0.6666666666666666
75,171,-35.5,-162.5,1
287.5,89,-62.75,-187.5,0.3333333333333333
-12.5,-159,37.25,462.5,0
-462.5,-100,64.25,-87.5,0.6666666666666666
187.5,170,-38.75,-187.5,1
312.5,38.75,54.25,-300,0.3333333333333333
-87.5,-6.25,-148.75,-100,0
-437.5,-141.25,64.25,700,0.6666666666666666
212.5,108.75,30.25,-300,1
-412.5,150,-127.25,-487.5,0.3333333333333333
87.5,27,-66.25,-87.5,0
-162.5,-217,14.75,512.5,0.6666666666666666
487.5,40,178.75,62.5,1
-637.5,9.75,317.25,-375,0.3333333333333333
312.5,113.75,-192.75,25,0
62.5,-127.25,-136.75,625,0.6666666666666666
262.5,3.75,12.25,-275,1
-712.5,59,269,-275,0.3333333333333333
337.5,176,9,-175,0
87.5,-199,-220,425,0.6666666666666666
287.5,-36,-58,25,1
-937.5,-118.5,170,-312.5,0.3333333333333333
412.5,7.5,20,-112.5,0
162.5,95.5,-133,587.5,0.6666666666666666
362.5,15.5,-57,-162.5,1
-1012.5,365.5,-350,0,0.3333333333333333
437.5,-302.5,235,100,0
187.5,-114.5,51,0,0.6666666666666666
387.5,51.5,64,-100,1
0,0,0,0,0.3333333333333333
0,0,0,0,1
0,0,0,0,0.6666666666666666
0,0,0,0,0
0,-56.5,62.75,0,0.3333333333333333
0,55.5,-28.25,0,1
0,57.5,-6.25,0,0.6666666666666666
0,-56.5,-28.25,0,0
0,67,62,0,0.3333333333333333
0,-37,18,0,1
0,-82,-29,0,0.6666666666666666
0,52,-51,0,0
-75,-86,95,50,0.3333333333333333
25,84,7,-50,1
25,41,-18,-50,0.6666666666666666
25,-39,-84,50,0
175,-109.75,42.75,387.5,0.3333333333333333
275,87.25,153.75,-162.5,1
-625,-15.75,-216.25,-162.5,0.6666666666666666
175,38.25,19.75,-62.5,0
200,89.75,8.25,387.5,0.3333333333333333
300,35.75,165.25,-162.5,1
-600,-61.25,-204.75,-62.5,0.6666666666666666
100,-64.25,31.25,-162.5,0
225,88.5,-50,287.5,0.3333333333333333
325,39.5,238,-262.5,1
-675,-69.5,-212,237.5,0.6666666666666666
125,-58.5,24,-262.5,0
-25,-90.75,-58.75,75,0.3333333333333333
575,172.25,229.25,-25,1
-925,16.25,-163.75,-25,0.6666666666666666
375,-97.75,-6.75,-25,0
-25,-69,-44.5,0,0.3333333333333333
575,151,243.5,0,1
-925,11,-206.5,0,0.6666666666666666
375,-93,7.5,0,0
112.5,-40,-44.5,225,0.3333333333333333
162.5,179,113.5,-225,1
-787.5,-78,-95.5,225,0.6666666666666666
512.5,-61,26.5,-225,0
225,-7.25,-55.25,-25,0.3333333333333333
275,83.75,126.75,75,1
-1125,-42.25,-130.25,-25,0.6666666666666666
625,-34.25,58.75,-25,0
225,-58.75,-36,0,0.3333333333333333
275,134.25,121,0,1
-1125,16.25,-163,0,0.6666666666666666
625,-91.75,78,0,0
225,-60.5,35,75,0.3333333333333333
275,143.5,105,-25,1
-1125,14.5,-154,-25,0.6666666666666666
625,-97.5,14,-25,0
225,-58.5,25,0,0.3333333333333333
275,140.5,71,0,1
-1125,17.5,-78,0,0.6666666666666666
625,-99.5,-18,0,0
225,-55.25,25,0,0.3333333333333333
275,142.75,71,0,1
-1125,15.75,-78,0,0.6666666666666666
625,-103.25,-18,0,0
225,-55.75,1.25,0,0.3333333333333333
275,126.25,47.25,0,1
-1125,25.25,-94.75,0,0.6666666666666666
625,-95.75,46.25,0,0
225,4.25,-9.25,0,0.3333333333333333
275,66.25,109.75,0,1
-1125,-29.75,-136.25,0,0.6666666666666666
625,-40.75,35.75,0,0
225,-55.75,9,0,0.3333333333333333
275,115.25,55,0,1
-1125,33.25,-118,0,0.6666666666666666
625,-92.75,54,0,0
25,-203.5,111.75,-125,0.3333333333333333
75,113.5,18.75,-125,1
-525,126.5,-107.25,275,0.6666666666666666
425,-36.5,-23.25,-25,0
-175,-100,129.5,-125,0.3333333333333333
