dM,dP,dS,dO,target
300,241,139,550,0.6666666666666666
425,102.75,-9.5,175,0.3333333333333333
-75,-166.25,-8.5,-525,1
-925,-293.25,-94.5,-525,0
575,356.75,112.5,875,0.6666666666666666
650,62.25,74.25,0,0.3333333333333333
150,11.25,29.25,0,1
-700,-116.75,-82.75,0,0
-100,43.25,-20.75,0,0.6666666666666666
650,13.25,110.5,-112.5,0.3333333333333333
150,65.25,35.5,-112.5,1
-700,-71.75,-191.5,-112.5,0
-100,-6.75,45.5,337.5,0.6666666666666666
650,65,47.5,100,0.3333333333333333
150,5,79.5,100,1
-700,3,-216.5,-250,0
-100,-73,89.5,50,0.6666666666666666
337.5,13.5,-1.5,-237.5,0.3333333333333333
287.5,61.5,14.5,-237.5,1
-662.5,40.5,-139.5,-137.5,0
37.5,-115.5,126.5,612.5,0.6666666666666666
575,75,17.25,-237.5,0.3333333333333333
25,118,39.25,-237.5,1
-875,-15,-151.75,-137.5,0
275,-178,95.25,612.5,0.6666666666666666
575,-59.75,131.75,-300,0.3333333333333333
25,18.25,99.75,-200,1
-875,-18.75,-306.25,400,0
275,60.25,74.75,100,0.6666666666666666
600,10.75,169.25,-412.5,0.3333333333333333
50,112.75,-48.75,-312.5,1
-950,-55.25,-159.75,287.5,0
300,-68.25,39.25,437.5,0.6666666666666666
600,67.75,413.75,-150,0.3333333333333333
50,166.75,-130.25,-150,1
-950,-104.25,-241.25,50,0
300,-130.25,-42.25,250,0.6666666666666666
600,-58.25,370.75,-150,0.3333333333333333
50,43.75,-81.25,-150,1
-950,0.75,-244.25,50,0
300,13.75,-45.25,250,0.6666666666666666
600,-57.25,301.75,-150,0.3333333333333333
50,44.75,41.75,-150,1
-950,-3.25,-271.25,50,0
300,15.75,-72.25,250,0.6666666666666666
600,-183.25,361,300,0.3333333333333333
50,163.75,45,-300,1
-950,-114.25,-315,-100,0
300,133.75,-91,100,0.6666666666666666
600,-179.5,319.75,187.5,0.3333333333333333
50,151.5,109.75,-262.5,1
-950,2.5,-353.25,-62.5,0
300,25.5,-76.25,137.5,0.6666666666666666
600,-142.75,387,-75,0.3333333333333333
50,-17.75,34,-175,1
-950,62.25,-310,25,0
300,98.25,-111,225,0.6666666666666666
600,-133.25,392.25,-75,0.3333333333333333
50,-21.25,-19.75,-175,1
-950,60.75,-285.75,25,0
300,93.75,-86.75,225,0.6666666666666666
600,-66.25,387.5,0,0.3333333333333333
50,40.75,15.5,-200,1
-950,2.75,-344.5,0,0
300,22.75,-58.5,200,0.6666666666666666
525,-134.75,450.25,262.5,0.3333333333333333
75,199.25,-35.75,-287.5,1
-925,-60.75,-306.75,-87.5,0
325,-3.75,-107.75,112.5,0.6666666666666666
525,-62,396.5,-75,0.3333333333333333
75,32,71.5,-175,1
-925,-15,-372.5,25,0
325,45,-95.5,225,0.6666666666666666
525,-59,408.5,-75,0.3333333333333333
75,27,67.5,-175,1
-925,-9,-376.5,25,0
325,41,-99.5,225,0.6666666666666666
525,-82.25,367,-112.5,0.3333333333333333
75,-8.25,40,-162.5,1
-925,-38.25,-326,37.5,0
325,128.75,-81,237.5,0.6666666666666666
525,-79.75,392.75,-112.5,0.3333333333333333
75,-10.75,65.75,-162.5,1
-925,-37.75,-403.25,37.5,0
325,128.25,-55.25,237.5,0.6666666666666666
525,-82,297,-112.5,0.3333333333333333
75,-12,54,-162.5,1
-925,-36,-415,37.5,0
325,130,64,237.5,0.6666666666666666
325,-129,325.25,-475,0.3333333333333333
-125,-70,57.25,-475,1
-1125,133,-490.75,225,0
925,66,108.25,725,0.6666666666666666
125,-244.75,245.25,-475,0.3333333333333333
475,41.25,165.25,-475,1
-1325,17.25,-538.75,225,0
725,186.25,128.25,725,0.6666666666666666
350,-204.75,208.5,-525,0.3333333333333333
700,-150.75,183.5,375,1
-1100,166.25,-442.5,175,0
50,189.25,50.5,-25,0.6666666666666666
350,-67,164.5,-275,0.3333333333333333
700,-12,84.5,-275,1
-1100,-29,-384.5,425,0
50,108,135.5,125,0.6666666666666666
350,48.25,175,-150,0.3333333333333333
700,92.25,215,-150,1
-1100,-138.75,-453,50,0
50,-1.75,63,250,0.6666666666666666
350,-123.75,183.75,-275,0.3333333333333333
700,149.25,228.75,-275,1
-1100,43.25,-464.25,-75,0
50,-68.75,51.75,625,0.6666666666666666
350,-184,170,-262.5,0.3333333333333333
700,87,255,187.5,1
-1100,91,-374,-162.5,0
50,6,-51,237.5,0.6666666666666666
350,-50.75,201.75,-225,0.3333333333333333
700,131.25,227.75,175,1
-1100,-9.75,-376.25,-175,0
50,-70.75,-53.25,225,0.6666666666666666
-50,-201.5,254.25,-487.5,0.3333333333333333
1100,285.5,320.25,862.5,1
-1500,-166.5,-522.75,-387.5,0
450,82.5,-51.75,12.5,0.6666666666666666
-250,-91,244.25,-425,0.3333333333333333
900,383,261.25,-75,1
-1700,-277,-436.75,75,0
1050,-15,-68.75,425,0.6666666666666666
-250,-262.75,343.75,-337.5,0.3333333333333333
900,241.25,145.75,462.5,1
-1700,-11.75,-379.25,262.5,0
1050,33.25,-110.25,-387.5,0.6666666666666666
-250,-147.75,382.75,-425,0.3333333333333333
900,334.25,129.75,-75,1
-1700,-112.75,-467.25,75,0
1050,-73.75,-45.25,425,0.6666666666666666
-250,-252.5,341.75,-450,0.3333333333333333
900,58.5,308.75,-550,1
-1700,22.5,-587.25,150,0
1050,171.5,-63.25,850,0.6666666666666666
-250,-88,266,-450,0.3333333333333333
900,12,279,-550,1
-1700,-265,-600,150,0
1050,341,55,850,0.6666666666666666
-250,7.75,328.5,-325,0.3333333333333333
900,93.75,201.5,-425,1
-1700,-294.25,-592.5,275,0
1050,192.75,62.5,475,0.6666666666666666
-250,-4,272.5,-325,0.3333333333333333
900,118,156.5,-425,1
-1700,-306,-490.5,275,0
1050,192,61.5,475,0.6666666666666666
-225,-43.75,316.25,-75,0.3333333333333333
925,294.25,229.25,-175,1
-1775,-594.75,-573.75,425,0
1075,344.25,28.25,-175,0.6666666666666666
-50,61.5,244.75,-425,0.3333333333333333
200,142.5,62.75,475,1
-1500,-451.5,-376.25,-425,0
1350,247.5,68.75,375,0.6666666666666666
175,-182.75,214,-25,0.3333333333333333
425,98.25,90,-25,1
-1275,-69.75,-358,75,0
675,154.25,54,-25,0.6666666666666666
175,-192,318,-25,0.3333333333333333
425,102,52,-25,1
-1275,-68,-386,75,0
675,158,16,-25,0.6666666666666666
175,-197.25,389.5,-25,0.3333333333333333
425,87.75,73.5,-25,1
-1275,-69.25,-437.5,75,0
675,178.75,-25.5,-25,0.6666666666666666
175,-75.75,399.5,-25,0.3333333333333333
425,-20.75,43.5,-25,1
-1275,-175.75,-427.5,75,0
675,272.25,-15.5,-25,0.6666666666666666
175,26,378,-250,0.3333333333333333
425,-126,94,650,1
-1275,-72,-417,-150,0
675,172,-55,-250,0.6666666666666666
175,-79.5,412.25,-25,0.3333333333333333
425,-24.5,22.25,-25,1
-1275,-177.5,-307.75,75,0
675,281.5,-126.75,-25,0.6666666666666666
175,-134.25,328,-62.5,0.3333333333333333
425,-71.25,52,-162.5,1
-1275,-7.25,-396,-62.5,0
675,212.75,16,287.5,0.6666666666666666
100,-89.75,131,-150,0.3333333333333333
450,-2.75,91,-150,1
-1250,-177.75,-152,450,0
700,270.25,-70,-150,0.6666666666666666
100,-108.25,259.5,-62.5,0.3333333333333333
450,-39.25,97.5,-162.5,1
-1250,24.75,-418.5,-62.5,0
700,122.75,61.5,287.5,0.6666666666666666
100,-149.75,184.75,-137.5,0.3333333333333333
450,-67.75,148.75,-137.5,1
-1250,8.25,-446.25,-37.5,0
700,209.25,112.75,312.5,0.6666666666666666
100,-9.5,158,-137.5,0.3333333333333333
450,73.5,211,-137.5,1
-1250,-76.5,-464,-37.5,0
700,12.5,95,312.5,0.6666666666666666
100,-114.5,136.25,-275,0.3333333333333333
450,191.5,149.25,275,1
-1250,30.5,-318.75,-175,0
700,-107.5,33.25,175,0.6666666666666666
50,31,89.5,-250,0.3333333333333333
400,300,70.5,200,1
-1200,-165,-234.5,-150,0
750,-166,74.5,200,0.6666666666666666
500,65.5,323.5,-375,0.3333333333333333
-50,92.5,-60.5,525,1
-750,-7.5,-246.5,-275,0
300,-150.5,-16.5,125,0.6666666666666666
0,0,0,0,1
0,0,0,0,0.5
0,0,0,0,0
0,0,0,0,0.5
0,55,5.5,0,1
0,57,5.5,0,0.5
0,-55,5.5,0,0
0,-57,-16.5,0,0.5
0,37.25,38.5,0,1
0,82.25,-5.5,0,0.5
0,-84.75,-5.5,0,0
0,-34.75,-27.5,0,0.5
0,38.5,-7.75,0,1
0,72.5,-4.75,0,0.5
0,-76.5,-4.75,0,0
0,-34.5,17.25,0,0.5
0,-44.75,-2.25,0,1
0,36.25,0.75,0,0.5
0,-35.75,-21.25,0,0
0,44.25,22.75,0,0.5
0,-94.25,-51.5,0,1
0,91.75,52.5,0,0.5
0,29.75,-22.5,0,0
0,-27.25,21.5,0,0.5
0,-85,-25.75,0,1
0,91,99.25,0,0.5
0,25,-69.75,0,0
0,-31,-3.75,0,0.5
0,-88.5,-37.25,-25,1
0,84.5,40.75,-25,0.5
0,29.5,-32.25,-25,0
0,-25.5,28.75,75,0.5
0,-90.5,-56,0,1
0,84.5,44,0,0.5
0,28.5,-45,0,0
0,-22.5,57,0,0.5
0,-138.75,-14.5,0,1
0,32.25,38.5,0,0.5
0,70.25,-75.5,0,0
0,36.25,51.5,0,0.5
0,-74.25,-38,0,1
0,84.75,68,0,0.5
0,11.75,-99,0,0
0,-22.25,69,0,0.5
0,-98,-72,0,1
0,82,13,0,0.5
0,37,-40,0,0
0,-21,99,0,0.5
0,-98.5,-63.25,0,1
0,83.5,-10.25,0,0.5
0,36.5,47.75,0,0
0,-21.5,25.75,0,0.5
0,-172.5,-16.5,-37.5,1
0,219.5,30.5,-37.5,0.5
0,61.5,-41.5,-37.5,0
0,-108.5,27.5,112.5,0.5
0,-138.25,-9.75,0,1
0,249.75,24.25,0,0.5
0,-28.25,-41.75,0,0
0,-83.25,27.25,0,0.5
0,-125.75,1.25,0,1
0,240.25,35.25,0,0.5
0,-26.75,-30.75,0,0
0,-87.75,-5.75,0,0.5
0,-157.5,7.5,0,1
0,212.5,41.5,0,0.5
0,-56.5,-24.5,0,0
0,1.5,-24.5,0,0.5
0,-169.75,47.75,0,1
0,221.25,0.75,0,0.5
0,-55.75,-24.25,0,0
0,4.25,-24.25,0,0.5
0,-194.25,30.5,-75,1
0,310.75,49.5,-75,0.5
0,-195.25,-63.5,225,0
0,78.75,-16.5,-75,0.5
75,-270.25,60.5,-112.5,1
75,229.75,39.5,-112.5,0.5
-225,-176.25,-73.5,-112.5,0
75,216.75,-26.5,337.5,0.5
187.5,-96.5,29.75,-87.5,1
187.5,270.5,49.75,-87.5,0.5
-112.5,-3.5,-63.25,162.5,0
-262.5,-170.5,-16.25,12.5,0.5
375,-12.5,31.75,-75,1
75,127.5,92.75,25,0.5
-375,-27.5,-110.25,25,0
-75,-87.5,-14.25,25,0.5
425,128.5,133.75,-150,1
125,181.5,28.75,-150,0.5
-425,-226.5,-211.25,-50,0
-125,-83.5,48.75,350,0.5
550,-185.75,132.75,-275,1
250,-7.75,-3.25,-275,0.5
-300,256.25,-61.25,-75,0
-500,-62.75,-68.25,625,0.5
887.5,-118.25,224.75,-325,1
-312.5,0.75,14.75,-325,0.5
-412.5,95.75,-183.25,75,0
-162.5,21.75,-56.25,575,0.5
887.5,-87.75,239,-325,1
-312.5,-64.75,29,-325,0.5
-412.5,-10.75,-145,75,0
-162.5,163.25,-123,575,0.5
887.5,-149.75,236.5,-325,1
-312.5,-2.75,-16.5,-325,0.5
-412.5,49.25,-147.5,75,0
-162.5,103.25,-72.5,575,0.5
887.5,-28.25,275.5,-375,1
-312.5,43.75,22.5,-375,0.5
-412.5,-21.25,-183.5,125,0
-162.5,5.75,-114.5,625,0.5
887.5,-7.75,275.5,-375,1
-312.5,51.25,22.5,-375,0.5
-412.5,-51.75,-183.5,225,0
-162.5,8.25,-114.5,525,0.5
887.5,257,237.75,-300,1
-312.5,108,-137.25,-300,0.5
-412.5,-232,11.75,0,0
-162.5,-133,-112.25,600,0.5
1487.5,179.5,218.5,525,1
-512.5,-6.5,-156.5,-275,0.5
-612.5,-346.5,-33.5,25,0
-362.5,173.5,-28.5,-275,0.5
1487.5,-5.75,152.25,600,1
-512.5,132.25,-116.75,-300,0.5
-612.5,-96.75,5.25,0,0
-362.5,-29.75,-40.75,-300,0.5
1487.5,9.25,212.5,737.5,1
-712.5,123.25,-96.5,-12.5,0.5
-512.5,-79.75,-70.5,-312.5,0
-262.5,-52.75,-45.5,-412.5,0.5
950,123.5,122.25,312.5,1
-800,-270.5,-143.75,-437.5,0.5
-600,-64.5,-61.75,-137.5,0
450,211.5,83.25,262.5,0.5
950,-19.5,118.25,-375,1
-800,-81.5,68.25,-375,0.5
-600,28.5,-156.75,-75,0
450,72.5,-29.75,825,0.5
1175,-122.5,137,575,1
-575,45.5,86,-225,0.5
-375,29.5,-96,-25,0
-225,47.5,-127,-325,0.5
500,-12.25,50,-250,1
-350,120.75,40,-250,0.5
-150,-93.25,-70,-50,0
0,-15.25,-20,550,0.5
350,-51,26.75,-175,1
-200,159,47.75,-175,0.5
0,-55,-62.25,25,0
-150,-53,-12.25,325,0.5
350,-64.75,6.25,-200,1
-200,150.25,83.25,-200,0.5
0,-64.75,-69.75,0,0
-150,-20.75,-19.75,400,0.5
350,-72.25,17.75,475,1
-200,179.75,46.75,-425,0.5
0,-73.25,-59.25,-125,0
-150,-34.25,-5.25,75,0.5
350,33.25,73.5,-50,1
-200,81.25,-46.5,-50,0.5
0,-197.75,-66.5,150,0
-150,83.25,39.5,-50,0.5
350,144.25,-31.5,-200,1
-200,84.25,-48.5,-200,0.5
0,-194.75,-25.5,0,0
-150,-33.75,105.5,400,0.5
350,-20,-46.25,-75,1
-200,137,-110.25,-75,0.5
0,-138,32.75,125,0
-150,21,123.75,25,0.5
350,-14.5,-62,-50,1
-200,133.5,-105,-50,0.5
0,-137.5,38,150,0
-150,18.5,129,-50,0.5
350,-3.25,-54.5,-75,1
-200,127.75,-97.5,-75,0.5
0,-140.25,45.5,225,0
-150,15.75,106.5,-75,0.5
350,-11.5,-8.75,-75,1
-200,116.5,-112.75,-75,0.5
0,-149.5,30.25,225,0
-150,44.5,91.25,-75,0.5
350,80.25,-96.25,-100,1
-200,91.25,-50.25,-100,0.5
0,-181.75,49.75,100,0
-150,10.25,96.75,100,0.5
462.5,4.5,29.25,225,1
-537.5,290.5,-163.75,-275,0.5
112.5,-103.5,69.25,-75,0
-37.5,-191.5,65.25,125,0.5
87.5,-47.25,-64.5,-175,1
-412.5,162.75,-66.5,-175,0.5
237.5,-18.25,80.5,125,0
87.5,-97.25,50.5,225,0.5
-87.5,-207,12.75,-375,1
212.5,225,-178.25,525,0.5
-37.5,2,37.75,-175,0
-87.5,-20,127.75,25,0.5
-87.5,-36.25,-61.75,-150,1
212.5,139.75,22.25,-150,0.5
-37.5,-36.25,-13.75,50,0
-87.5,-67.25,53.25,250,0.5
-62.5,-35.5,-76.25,-62.5,1
237.5,140.5,92.75,-12.5,0.5
-112.5,-174.5,-55.25,37.5,0
-62.5,69.5,38.75,37.5,0.5
-62.5,-41.25,-83,-50,1
237.5,133.75,86,50,0.5
-112.5,-152.25,-35,50,0
-62.5,59.75,32,-50,0.5
-62.5,90.75,59.75,-200,1
237.5,169.75,-33.25,500,0.5
-112.5,-238.25,-93.25,-100,0
-62.5,-22.25,66.75,-200,0.5
-37.5,-156.75,72.25,-75,1
162.5,242.25,-178.75,-175,0.5
-87.5,-40.75,-4.75,-75,0
-37.5,-44.75,111.25,325,0.5
-37.5,107,-99.5,-262.5,1
162.5,159,336.5,637.5,0.5
-87.5,-254,-176.5,-112.5,0
-37.5,-12,-60.5,-262.5,0.5
75,-148.75,25.75,-150,1
-175,125.25,261.75,-150,0.5
25,-53.75,-191.25,-50,0
75,77.25,-96.25,350,0.5
200,-84.75,-44.25,-25,1
-50,62.25,141.75,-25,0.5
150,7.25,-47.25,75,0
-300,15.25,-50.25,-25,0.5
200,-137.5,37.75,-150,1
-50,2.5,127.75,350,0.5
150,175.5,-81.25,-50,0
-300,-40.5,-84.25,-150,0.5
200,-137.25,52,-50,1
-50,6.75,165,-50,0.5
150,173.75,-107,150,0
-300,-43.25,-110,-50,0.5
200,-76,-47,-100,1
-50,-52,263,-100,0.5
150,114,-94,100,0
-300,14,-122,100,0.5
225,94,-115.75,-25,1
-25,1,300.25,-25,0.5
175,-49,-90.75,75,0
-375,-46,-93.75,-25,0.5
225,102.5,22.25,-25,1
-25,-1.5,254.25,-25,0.5
175,-52.5,-136.75,75,0
-375,-48.5,-139.75,-25,0.5
25,42.25,-47.25,-25,1
-225,151.25,261.75,-25,0.5
-25,-104.75,-142.25,75,0
225,-88.75,-72.25,-25,0.5
25,-12.75,-82.25,-75,1
-225,-13.75,251.75,-75,0.5
-25,-48.75,-130.25,125,0
225,75.25,-39.25,25,0.5
25,362,102.25,-400,1
-225,-215,-36.75,200,0.5
-25,-247,-67.75,-300,0
225,100,2.25,500,0.5
50,-100.25,65.5,-275,1
-300,63.75,-1.5,-175,0.5
0,-153.25,-54.5,-175,0
250,189.75,-9.5,625,0.5
50,154.25,82.5,-400,1
-300,-18.75,-125.5,100,0.5
0,-237.75,35.5,-300,0
250,102.25,7.5,600,0.5
200,177.25,243,-275,1
-650,-10.75,-510,-175,0.5
150,-330.75,171,-175,0
300,164.25,96,625,0.5
550,318.75,100.5,-75,1
-800,-100.25,-41.5,125,0.5
500,-178.25,53.5,25,0
-250,-40.25,-112.5,-75,0.5
575,-117.5,114.75,-25,1
-875,77.5,-81.25,-25,0.5
525,-178.5,97.75,75,0
-225,218.5,-131.25,-25,0.5
575,325.5,93.75,-25,1
-875,-26.5,-8.25,-25,0.5
525,-288.5,107.75,75,0
-225,-10.5,-193.25,-25,0.5
575,491.5,-84.75,-200,1
-875,-77.5,178.25,-200,0.5
525,-340.5,19.25,-100,0
-225,-73.5,-112.75,500,0.5
800,164.5,19.5,600,1
-650,-177.5,195.5,-300,0.5
750,-222.5,48.5,-200,0
-900,235.5,-263.5,-100,0.5
125,40,-4,362.5,1
-425,-21,34,-187.5,0.5
975,-126,97,-87.5,0
-675,107,-127,-87.5,0.5
125,219,8,-25,1
-425,-101,-2,-25,0.5
975,-178,109,75,0
-675,60,-115,-25,0.5
175,-37,79.75,-300,1
-475,-188,62.75,500,0.5
925,211,154.75,200,0
-625,14,-297.25,-400,0.5
125,-121.5,97.25,-362.5,1
-425,-143.5,10.25,537.5,0.5
875,282.5,172.25,187.5,0
-575,-17.5,-279.75,-362.5,0.5
-75,-255.75,101.25,-362.5,1
-625,-37.75,19.25,537.5,0.5
675,178.25,155.25,187.5,0
25,115.25,-275.75,-362.5,0.5
-75,-65.25,71,-187.5,1
-625,-91.25,-116,-187.5,0.5
675,127.75,222,262.5,0
25,28.75,-177,112.5,0.5
-75,274.25,-106.5,-162.5,1
-625,-213.75,56.5,-162.5,0.5
675,0.25,144.5,-112.5,0
25,-60.75,-94.5,437.5,0.5
-75,-53.25,-19,-212.5,1
-625,-102.25,-34,-212.5,0.5
675,124.75,107,-162.5,0
25,30.75,-54,587.5,0.5
-75,-58,-146.5,-262.5,1
-625,-100,10.5,-262.5,0.5
675,126,73.5,-112.5,0
25,32,62.5,637.5,0.5
-75,-61.5,-127,-237.5,1
-625,-110.5,-48,-237.5,0.5
675,111.5,93,-87.5,0
25,60.5,82,562.5,0.5
525,72.5,-116.5,-262.5,1
-825,-226.5,40.5,-262.5,0.5
475,216.5,8.5,-112.5,0
-175,-62.5,67.5,637.5,0.5
525,157.25,-70.75,-300,1
-825,-254.75,39.25,-300,0.5
475,188.25,54.25,-150,0
-175,-90.75,-22.75,750,0.5
525,-38.75,15.75,-225,1
-825,-77.75,-115.25,-225,0.5
475,154.25,135.75,-125,0
-175,-37.75,-36.25,575,0.5
525,-5.25,-82.5,25,1
-825,-114.25,241.5,-275,0.5
475,118.75,37.5,-275,0
-175,0.75,-196.5,525,0.5
600,-11.75,-1,225,1
-750,-39.75,56,-75,0.5
550,-30.75,-2,-75,0
-400,82.25,-53,-75,0.5
375,-64,-36.5,662.5,1
-675,-113,73.5,-237.5,0.5
625,120,63.5,-187.5,0
-325,57,-100.5,-237.5,0.5
375,-133.5,10.25,-12.5,1
-675,-159.5,-13.75,-12.5,0.5
625,73.5,74.25,37.5,0
-325,219.5,-70.75,-12.5,0.5
375,-19,44.5,0,1
-675,-46,-24.5,0,0.5
625,-37,70.5,0,0
-325,102,-90.5,0,0.5
375,120.25,10,-25,1
-675,-164.75,-90,-25,0.5
625,63.25,89,-25,0
-325,-18.75,-9,75,0.5
375,125.5,-98.75,0,1
-675,-156.5,256.25,0,0.5
625,51.5,-57.75,0,0
-325,-20.5,-99.75,0,0.5
375,124,21.5,-150,1
-675,-161,61.5,-50,0.5
625,47,-57.5,350,0
-325,-10,-25.5,-150,0.5
375,-20,136.75,-12.5,1
-675,-242,42.75,-12.5,0.5
625,147,32.75,37.5,0
-325,115,-212.25,-12.5,0.5
375,-126.25,84.5,-37.5,1
-675,-122.25,-24.5,-37.5,0.5
625,28.75,60.5,12.5,0
-325,219.75,-120.5,62.5,0.5
375,-24.25,116.5,-12.5,1
-675,-229.25,103.5,-12.5,0.5
625,142.75,12.5,37.5,0
-325,110.75,-232.5,-12.5,0.5
375,-126.25,32.75,-37.5,1
-675,-122.25,130.75,-37.5,0.5
625,28.75,8.75,12.5,0
-325,219.75,-172.25,62.5,0.5
375,-126.75,228.75,-12.5,1
-675,-120.75,-136.25,-12.5,0.5
625,28.25,84.75,37.5,0
-325,219.25,-177.25,-12.5,0.5
400,-145,204.75,587.5,1
-750,-48,-336.25,87.5,0.5
650,16,171.75,-762.5,0
-300,177,-40.25,87.5,0.5
250,-67.5,182,-262.5,1
-1300,-97.5,-315,-162.5,0.5
1000,111.5,165,-212.5,0
50,53.5,-32,637.5,0.5
250,156.75,92.75,-237.5,1
-1300,-103.25,-175.25,-237.5,0.5
1000,-118.25,195.75,-187.5,0
50,64.75,-113.25,662.5,0.5
250,127.25,139.5,-62.5,1
-1300,-173.75,-451.5,37.5,0.5
1000,46.25,235.5,-12.5,0
50,0.25,76.5,37.5,0.5
175,134,-63.25,-12.5,1
-1275,-172,-73.25,-12.5,0.5
1025,53,147.75,37.5,0
75,-15,-11.25,-12.5,0.5
175,125.25,-363.5,62.5,1
-1275,-148.75,-68.5,-37.5,0.5
1025,48.25,295.5,12.5,0
75,-24.75,136.5,-37.5,0.5
175,127,12.25,62.5,1
-1275,-148,-299.75,-37.5,0.5
1025,46,223.25,12.5,0
75,-25,64.25,-37.5,0.5
175,122.5,224,62.5,1
-1275,-142.5,-415,-37.5,0.5
1025,42.5,201,12.5,0
75,-22.5,-10,-37.5,0.5
175,-10,144.25,712.5,1
-1275,-220,-79.75,-187.5,0.5
1025,367,126.25,-237.5,0
75,-137,-190.75,-287.5,0.5
175,-54.5,216.75,-12.5,1
-1275,59.5,-68.25,-112.5,0.5
1025,-76.5,163.75,137.5,0
75,71.5,-312.25,-12.5,0.5
-25,-111.75,177.75,-212.5,1
-675,238.25,76.75,587.5,0.5
825,-137.75,133.75,-62.5,0
-125,11.25,-388.25,-312.5,0.5
0,-135,373.25,112.5,1
-650,191,-235.75,12.5,0.5
850,239,62.25,-137.5,0
-200,-295,-199.75,12.5,0.5
-75,-271.25,290,-412.5,1
-625,73.75,-151,-412.5,0.5
875,156.75,10,337.5,0
-175,40.75,-149,487.5,0.5
150,-259,509.75,587.5,1
-1300,-205,-397.25,-212.5,0.5
1100,371,53.75,-62.5,0
50,93,-166.25,-312.5,0.5
150,-159.5,342,-112.5,1
-1300,-98.5,-303,-12.5,0.5
1100,52.5,110,137.5,0
50,205.5,-149,-12.5,0.5
150,-139,290.5,-12.5,1
-1300,-159,-331.5,-12.5,0.5
1100,73,12.5,37.5,0
50,225,28.5,-12.5,0.5
150,-140.75,283.75,-37.5,1
-1300,-159.75,-128.25,-37.5,0.5
1100,74.25,51.75,12.5,0
50,226.25,-207.25,62.5,0.5
150,-235.25,445.5,637.5,1
-1300,-275.25,-204.5,-162.5,0.5
1100,394.75,-10.5,-212.5,0
50,115.75,-230.5,-262.5,0.5
375,50,274,637.5,1
-1075,-212,26,-162.5,0.5
1325,44,108,-212.5,0
-625,118,-408,-262.5,0.5
-300,-45.25,140.5,-62.5,1
-850,-35.25,-119.5,37.5,0.5
1550,-3.25,128.5,-12.5,0
-400,83.75,-149.5,37.5,0.5
-475,-150.75,100.75,-237.5,1
-225,69.25,77.75,662.5,0.5
1275,94.25,-150.25,-187.5,0
-575,-12.75,-28.25,-237.5,0.5
-475,-155.25,92.25,-225,1
-225,86.75,164.25,675,0.5
1275,86.75,81.25,-225,0
-575,-18.25,-337.75,-225,0.5
-475,-38.25,-28.25,0,1
-225,-28.25,102.75,0,0.5
1275,-25.25,66.75,0,0
-575,91.75,-141.25,0,0.5
-475,-90.25,96.75,-225,1
-225,-101.25,59.75,675,0.5
1275,-78.25,116.75,-225,0
-575,269.75,-273.25,-225,0.5
-450,-83.75,331,-262.5,1
-200,-105.75,155,637.5,0.5
1200,144.25,119,-212.5,0
-550,45.25,-605,-162.5,0.5
-450,-88,106.25,-225,1
-200,-99,159.25,675,0.5
1200,142,97.25,-225,0
-550,45,-362.75,-225,0.5
-325,-157.75,83,-337.5,1
-75,36.25,157,562.5,0.5
825,50.25,26,-337.5,0
-425,71.25,-266,112.5,0.5
-212.5,17,-28.5,0,1
37.5,-15,115.5,0,0.5
937.5,-1,204.5,0,0
-762.5,-1,-291.5,0,0.5
-212.5,-90.5,70.75,-225,1
37.5,98.5,135.75,675,0.5
937.5,108.5,148.75,-225,0
-762.5,-116.5,-355.25,-225,0.5
-212.5,20.75,216.25,0,1
37.5,-10.25,59.25,0,0.5
937.5,-5.25,72.25,0,0
-762.5,-5.25,-347.75,0,0.5
-212.5,14.75,291.25,0,1
37.5,-4.25,38.25,0,0.5
937.5,-3.25,147.25,0,0
-762.5,-7.25,-476.75,0,0.5
-212.5,-200.5,320.5,-225,1
37.5,-12.5,-4.5,675,0.5
937.5,444.5,-23.5,-225,0
-762.5,-231.5,-292.5,-225,0.5
-212.5,-94.5,148.75,-225,1
37.5,126.5,11.75,675,0.5
937.5,96.5,17.75,-225,0
-762.5,-128.5,-178.25,-225,0.5
-212.5,-89.25,89,-225,1
37.5,100.75,108,675,0.5
937.5,108.75,114,-225,0
-762.5,-120.25,-311,-225,0.5
-212.5,27.5,179.75,0,1
37.5,-16.5,-4.25,0,0.5
937.5,-3.5,155.75,0,0
-762.5,-7.5,-331.25,0,0.5
-212.5,193.75,213.5,-225,1
37.5,-54.25,110.5,675,0.5
937.5,-78.25,95.5,-225,0
-762.5,-61.25,-419.5,-225,0.5
-412.5,25.25,36.25,75,1
-162.5,-18.75,8.25,-25,0.5
737.5,-6.75,19.25,-25,0
-162.5,0.25,-63.75,-25,0.5
-487.5,-3,-56.75,0,1
-137.5,4,37.25,0,0.5
762.5,-8,99.25,0,0
-137.5,7,-79.75,0,0.5
112.5,9.75,162.5,0,1
-337.5,6.75,81.5,0,0.5
562.5,-11.25,119.5,0,0
-337.5,-5.25,-363.5,0,0.5
112.5,236,87,-225,1
-337.5,14,-143,675,0.5
562.5,-235,176,-225,0
-337.5,-15,-120,-225,0.5
112.5,111.75,140.25,-450,1
-337.5,125.75,-264.75,450,0.5
562.5,-353.25,215.25,-450,0
-337.5,115.75,-90.75,450,0.5
187.5,109,72.25,550,1
-262.5,-84,259.25,-350,0.5
337.5,96,-178.75,150,0
